Error;Wx;x;y;z;dx;dy;dz;dx'(t)/dWx;dy'(t)/dWx;dz'(t)/dWx;f;Denominator;Average;dx(t)/dWx;dy(t)/dWx;dz(t)/dWx
1.027967400351453;0.04508567636102262;11.412933232515869;0.0963775626931519;1.1002262742482123;-0.143340885355971;-0.3131975676658344;-0.08268650119430307;-11.572179416904348;-6.946719955089757;-4.586338067866828;0.09997086451043288;1401.3231378065047;11.412933232515869;-223.4340271782843;2.1376536956307515;23.966258036357797
1.012273893324424;0.04508567636102262;10.552864018212341;-0.3332433375468037;-0.16037862117301427;0.051366076308143604;0.32922143058075437;-0.13926944251081289;5.055918064103409;7.3021291273201845;-1.5660288366680597;-0.24125800678844367;2183.171648978085;10.552864018212341;-259.8528232277781;-7.391334996914861;-9.444343906523375
1.0026930142521273;0.04508567636102262;11.357538833651413;0.9742760744933789;0.3217431987786912;0.2769513964671457;0.04735269542818708;0.4602073745171283;7.288662202287341;1.0502824677401168;10.693472413528154;-0.08263943476534999;2806.2531449749913;11.357538833651413;-225.07221297271587;21.609436812966578;5.762394320187626
0.9985506184620369;0.04508567636102262;11.627546517856452;-0.1551177618195121;1.550621455097152;-0.3556516722103389;-0.5437797889379193;-0.267747129388552;-15.295554188331707;-12.061032079980656;-9.610047916149929;-0.23710406129453476;3432.2170452109426;11.627546517856452;-231.06903579013664;-3.4405109191976955;28.976342233004868
0.9890808903264738;0.04508567636102262;10.098040111376537;-0.48501622626723423;-0.7816286304458447;0.16533028872662925;0.6053632820172116;-0.1268427025135868;12.296536154788413;13.426953544397952;0.7885213990614899;-0.5004444429499779;4225.25728435733;10.098040111376537;-272.37626990708173;-10.757656653156902;-21.155351797832605
0.9783553842371436;0.04508567636102262;11.580008327675891;1.6609266477917224;0.4107323442238201;0.40132488450010495;-0.028278027039305167;0.817775637236648;10.799496397671518;-0.6272064505114541;20.115195831364343;-0.6029792981737211;4866.036198947142;11.580008327675891;-207.51374523251496;36.839341934052115;14.28236732279694
0.9721528120245964;0.04508567636102262;12.0321259649427;0.310617052305729;2.3660703686643716;-0.48594402329768815;-1.0263037716392511;-0.11596655811023192;-21.47868656968069;-22.763410787522513;-8.725443035606299;-0.6291704116034472;5344.258112339442;12.0321259649427;-205.9412425147625;6.889484141669961;58.27745824218593
0.9612310466640992;0.04508567636102262;9.237226070530635;-2.030088004343337;-0.36250478092932437;-0.41159585627592143;0.4507323114852598;-0.8018804233139777;-0.10073113354195584;9.997239652701007;-8.108196980128657;-1.0489155665829664;5966.0348570245005;9.237226070530635;-293.99992108247443;-45.027338352150885;-12.648373732754507
0.9424926010352106;0.04508567636102262;10.135101572830886;1.807380792051927;-0.9531428530463919;0.6703955951136251;0.5825236033056942;0.9404737816109656;25.963970502604155;12.920369623406522;22.4324749082892;-1.5443275899501252;6691.22858161062;10.135101572830886;-202.3884309536748;40.087693873756336;2.105924276061632
0.9258455185532155;0.04508567636102262;11.612707966199665;1.0322756572907679;3.133811794619895;-0.5799922953740246;-1.425517240977793;0.1636918571572037;-24.58137385079975;-31.617962866143856;-4.080991481697005;-2.1289633346318326;7208.620082725754;11.612707966199665;-158.0527164378497;22.895867171312723;102.66523668835835
0.9006304227303675;0.04508567636102262;7.6290320973158;-2.990419339607367;0.33042150865822184;-0.8255395297117252;0.19315330863567703;-1.0683109241619007;-8.746510755132874;4.284139093068182;-10.177165900483068;-3.5877728877411617;7657.729785770545;7.6290320973158;-281.568236903505;-66.3274809423207;13.561607102282544
0.8742315667463156;0.04508567636102262;6.5339938940121804;-0.8301712369602553;-2.2053300430201106;0.4136379349803203;0.8343907485394764;0.02058369969214417;26.689386477112365;18.506781219341367;2.774541735552836;-4.2642227671029636;8035.075087806272;6.5339938940121804;-240.185276471188;-18.4131924807488;10.376286770572351
0.8511115726293611;0.04508567636102262;8.767449338303702;2.2490745843940565;-0.6403507955623167;0.5878593330168012;0.34936409293674325;0.9660169550167783;18.800415552769792;7.748893243592876;22.305389564441608;-4.453462237800935;8344.448714434402;8.767449338303702;-136.85322822349877;49.884459232343275;41.275137424073705
0.8272024557571994;0.04508567636102262;9.273619723190922;-0.020785752324721463;3.124251310901251;-0.8351662098063057;-1.0962817988614808;-0.38431463315612957;-30.151170738538532;-24.315522963058754;-22.72674099663543;-4.699802637912306;8649.991820424862;9.273619723190922;-140.25904083947606;-0.4610278474760072;117.62046146865741
0.8146755910946545;0.04508567636102262;6.561286120381815;-2.332553290002533;1.100722459522685;-0.6917251641173117;-0.0725409887857515;-0.8223541443429767;-11.46085244785128;-1.6089586458652865;-15.069728042542376;-4.9196351960604785;8799.467092292472;6.561286120381815;-222.9616926305336;-51.73601636414771;41.36356495605588
0.799658568781176;0.04508567636102262;5.369881639655684;-1.4979277748286297;-1.2457582161787246;0.23677549934033149;0.4901914358541344;-0.2128798183157007;14.16965460195884;10.872442767164822;-0.23566514419601603;-5.473959242362097;8971.526751033816;5.369881639655684;-216.2034829529315;-33.224028022425664;17.230680388378616
0.7866195232404123;0.04508567636102262;6.976484445606383;0.6725218798028765;-1.271288409292378;0.5828607065675606;0.5268191019603012;0.3643797699177093;14.209709228946835;11.684844156308273;5.6777891861182805;-5.0597815017419885;9125.873537911646;6.976484445606383;-156.4090767075126;14.916530793897186;19.575182545459942
0.7742040255974068;0.04508567636102262;9.176881682783216;1.8899014930251135;0.9618841256370235;0.31172767979791605;-0.2763101584337657;0.6662931702897391;-2.0029461692440975;-6.1285574651518555;14.444378195882667;-4.967316047700602;9278.047002619347;9.176881682783216;-115.9652594353156;41.91800246916041;64.84565505443523
0.7647233491406285;0.04508567636102262;9.456182557995321;0.30884011282126755;2.3250718257283576;-0.3470623495643448;-0.7920224426565493;-0.14786943357363677;-23.15820540475437;-17.56705247836244;-12.658449458689516;-4.909685475127493;9401.296341864861;9.456182557995321;-145.18942760385207;6.850071635794855;85.48307031434166
0.7506242988328734;0.04508567636102262;7.752056238582804;-1.7075897282615176;0.358488798960089;-0.19749659737638492;0.12644695055107116;-0.63991460858482;-7.306656897414115;2.8045925171123045;-11.48481995682445;-5.343900553147772;9594.694875172954;7.752056238582804;-231.01049338039616;-37.8743287466296;15.297416784605659
0.7335904668064477;0.04508567636102262;8.25284002344334;-0.14434061126886522;-1.246174799776712;0.5833005995067815;0.656232925064407;0.09611873169017177;13.822901969603251;14.555241886794276;3.1057182864184276;-5.943613728371437;9844.700001072284;8.25284002344334;-219.81592747218318;-3.2014737920988665;-6.109456616133777
0.7149974410504727;0.04508567636102262;10.958177152275102;1.9137750641367268;0.5736934754729438;0.5640537382059092;-0.12269260794971287;0.8765393498551635;3.7384568698296476;-2.721321223336085;21.505055009923172;-5.445525560511953;10179.555238546893;10.958177152275102;-167.0571159536761;42.44751811666775;37.37665531822131
0.6933540036195346;0.04508567636102262;11.405198707497195;-0.8727284029427771;2.4126563360877973;-0.6805858892389702;-0.9441615638899745;-0.7388366107609224;-34.157766940001764;-20.94149716929209;-25.97663357395882;-6.361755859847894;10623.803295068683;11.405198707497195;-216.21357631131252;-19.35711013747299;67.73001596849204
0.6671337774716117;0.04508567636102262;9.081778468703522;-1.7128621215688922;-1.3962276744718227;0.09753648466225417;0.8536513750898165;-0.5334789948902643;11.785593907752343;18.933981787346845;-2.1191412181210794;-7.243276787533722;11186.490955554504;9.081778468703522;-302.74626601397324;-37.99127039490734;-15.715974548990863
0.639508368668902;0.04508567636102262;11.184875619100858;2.262415160098498;-0.9209155467466187;0.8817815554489394;0.6145334809564759;1.2516057407944892;27.556300226777537;13.630348495509121;30.340326194064787;-7.60194899411307;11849.260102828566;11.184875619100858;-209.15105095187857;50.18035311220032;11.571129080856263
0.6121746455634073;0.04508567636102262;12.809739297184787;0.20605775887108302;4.016773934985202;-1.0144315951580927;-2.0403529614985447;-0.36392486130911617;-42.558315991076626;-45.2550150331662;-23.030679104872796;-8.282768713511501;12563.065453766612;12.809739297184787;-181.4066027130912;4.570359712940316;132.35684472725745
0.5859274592120554;0.04508567636102262;7.256510260119148;-3.8484457113850103;-1.2338722060152774;-0.7329567574784726;0.7407715113114646;-1.1107289152312967;6.326650357994211;16.430307164070292;6.316777001192964;-9.387959536700357;13259.526848134941;7.256510260119148;-344.2325896027778;-85.35850012692858;7.059038887557726
0.562046581701845;0.04508567636102262;6.96436090660068;0.09931568412424818;-3.14534887503961;0.5987340039444193;1.1401360298132832;0.4093449056417548;39.74178028575375;25.28820951212238;4.273056019117828;-9.76777266515999;13873.230855432754;6.96436090660068;-237.54646209881764;2.2028212093122583;36.88158219759482
0.5476336006458518;0.04508567636102262;8.901313223947744;3.106473793216831;-0.8965676503224993;0.5507641635973015;0.4204154695182868;1.3544883853198373;28.856816867759974;9.324812300736461;31.69112632565517;-9.551479995820387;14252.952893178053;8.901313223947744;-124.21803660355593;68.90156794680881;71.57580097233767
0.5332091712027885;0.04508567636102262;9.070922302565952;1.3354167824797551;3.924534446120185;-1.099985954776583;-1.4607354571731461;0.07430284864538715;-26.249890907156193;-32.39910266569669;-13.713924352665424;-9.969914829681054;14640.97632247822;9.070922302565952;-84.6639175347473;29.619535299557977;186.1286550123452
0.52430083578889;0.04508567636102262;3.523701866414745;-2.568760244535762;1.844647067749047;-1.1512729623731979;-0.09780774536672637;-0.6298741357136982;-1.8627002559949375;-2.1693751377606687;-10.993962356538571;-9.226537579685724;14904.872495264559;3.523701866414745;-187.10280896618792;-56.97508503513326;80.18893107858614
0.5210059986417395;0.04508567636102262;0.8403921013980249;-2.523694539022293;0.5121599639177884;-0.5117176964968857;0.1133217384885736;-0.1571981024614948;16.46598030785107;2.5134754013924985;4.743895763630079;-8.978393905715567;15036.79459468217;0.8403921013980249;-165.9341265839207;-55.97552798839837;70.9395540338792
0.5200611143486467;0.04508567636102262;-0.8057225602527172;-2.102941752256298;0.2685897524965385;-0.32429213737404466;0.08640621611135813;0.04410047645602343;13.068623012864343;1.9164892951690942;2.015342812052779;-8.110520594467095;15148.239380602527;-0.8057225602527172;-103.43132611265693;-46.64323399336488;87.03247205347472
0.5207353224226826;0.04508567636102262;-1.744959000306416;-1.855859439487626;0.4582725447792291;-0.291137063872086;0.08038986829860865;0.09090798562355112;10.849440564278755;1.7830467409402588;-0.0725264579456506;-7.188057926559166;15197.732822022352;-1.744959000306416;-66.84240816328249;-41.16294994948883;90.82829445587659
0.5225149718760067;0.04508567636102262;-2.816752838948382;-1.4988895895421572;0.8409792440304844;-0.21944384960655772;0.11088118057442506;0.08924214546238336;9.917104149891792;2.459343843187497;-2.5423350147390793;-5.996994408122198;15234.452219435392;-2.816752838948382;-25.309016774241197;-33.24536106633578;86.95170813617474
0.5242211920551935;0.04508567636102262;-3.39981494851308;-1.1353755263167593;1.0716497508534892;-0.14222684568042387;0.1388133373959175;0.04519090712338195;9.649668229651844;3.07887889458223;-4.637759516591309;-5.099543378170772;15247.92112414889;-3.39981494851308;4.209260874667356;-25.18262157642403;77.22539937956172
0.5266017606524089;0.04508567636102262;-3.8207191594205883;-0.5677730025902679;1.1273293544581455;-0.05200991370579122;0.1336620009389038;-0.03773267246056782;8.351538186462435;2.9646222864354543;-6.381694169063098;-4.088820860663763;15255.122175306731;-3.8207191594205883;41.3803221104382;-12.593201398240923;55.35139594498078
0.5282777540545753;0.04508567636102262;-3.9365258747955174;-0.20333663087307172;0.9649605126929462;-0.019057160411513507;0.09168919447152993;-0.0799273516659265;6.281395964227844;2.0336657198470443;-5.930588447995165;-3.303394741444156;15256.286789776937;-3.9365258747955174;64.54213515146311;-4.510005112152643;36.318733068038384
0.5302819024865664;0.04508567636102262;-3.9951822743103977;0.054016304691224044;0.6209536409992977;-0.012682848535194191;0.019351472828288023;-0.08438602000392655;2.899118727919209;0.4292155378424736;-3.7551374763755128;-2.3335069541487075;15256.48437638854;-3.9951822743103977;84.61105177999232;1.1980812766052287;15.58457525758487
0.5319319734459348;0.04508567636102262;-4.046791275087614;0.042721691741791634;0.33092351059994113;-0.0099283223617872;-0.03277453440833073;-0.04758109931092253;0.01795268380755033;-0.7269389538683932;-1.5411370125751065;-1.432587913947076;15259.31654730903;-4.046791275087614;91.59839331658158;0.9475668369638884;4.070032449137278
